Anomaly,Count
Other GND CREW COM/COORD,1
Other ARPT NOTAMED CLOSED,1
Other CTL OF RAM/TAXI AREAS,1
Other OVERSHOT FINAL,1
Other APCH TO TXWY,1
Other INCOMPETENT CTLRS,1
UNABLE TO SPEAK ENGLISH,1
Other NOSE TO NOSE OP AT TWR CTLR HANDLING,1
Other LAND WITHOUT CLRNC,1
Other IMC VFR FLT,1
Other flc visusal separation,1
Other TXWY ID/MARKING,1
Other MIN. VECTORING ALT AND GPWS DATA BASE NOT COMPATABLE,1
Other CROSS WIND LNDG TECHNIQUE,1
Other SEE AND AVOID CONCEPT. UNCTLED ARPT,1
Other SFO RWY 28 VIS APCHS,1
Other LOST CABIN PRESSURE,1
Other MIN VECTORING ALT. AND GPWS DATA BASE NOT COMPATABLE,1
"Other INTRUCTOR NOT FAMILIAR WITH TERM ""LINE UP"" NOT USED IN US",1
Other FINAL APCH SPACING,1
Other SKYDIVER INCIDENT,1
Other DID NOT SEE TRAFFIC TO FOLLOW,1
Other TRAFFIC ABOVE,1
Other GATE NOT PROPERLY MARKED FOR JETWAY PARKED POSITION,1
Other FO ONIOE LOW TIMEIN TYPE.  200 KTS TO OM.,1
Other FORCED LNDG PRACTICE,1
Other False terrain warning,1
"Other NO HAND OFF BY CENTER/TCAS ""TA""",1
Other PLT FLEW TOO LOW ON ARRIVAL,1
Other LAW ENFORCEMENT ACFT,1
Other TRAFFIC VOLUME TOO TIGHT OF AN OPERATION FREQ CONGESTION,1
Other PARALLEL TRAFFIC SEEMED TOO CLOSE,1
Other CAPT OVERCORRECTED FOR WIND GUST,1
Other NO PARKED MARKING FOR JETWAY,1
Other NON STANDARD TAXI RTE ISSUED,1
Other PLT MISCALCULATED RATE OF CLB AND TKOF PATH,1
Other CAPT COMBATIVE ATTITUDE,1
Other pax in lavatory on landing,1
Other REQUIRED VISUAL APCH ANGLE 6 DEG,1
Other DID NOT OBSERVE PFD INNUNCIATORS,1
Other CHK PLT DID NOT PROVIDE SEE AND AVOID SPACING,1
Other DID NOT SEE AND AVOID,1
Other TWR INTRFAC COORD. CTLR HANDELING,1
Other TWR UNABLE TO CONTACT CREW,1
Other HIT DE-ICING TRUCK,1
Other INFO DISSEMINATION PROCS,1
Other Clred Acft For Charted Visual With Other Acft Not Insight,1
Other INTERFAC COORD FAILURE. CTLR HANDLING,1
Other NO LIGHTS OTHER ACFT,1
Other SUN ANGLE,1
Other OPERATIONAL ERROR. CTLR HANDLING,1
Other ACCEPTED CLRNC TO AVOID OTHER ACFT VISUALLY,1
Other PLT YA ACCEPTED A MAINTAIN VISUAL CLRNC AND FOLLOWED A DIFFERENT MD80,1
Other Public Road Proximity to Rwy End.,1
Other ICE BRAKING ACTION,1
Other False Targets,1
Other Chklist Not Complete,1
Other ACFT MANEUVERING,1
Other see and avoid concept,1
Other Volume On Com Radio Turned Down,1
Other Com Dead Spots,1
Other NO NOSE GEAR STEERING,1
Other complacency,1
Other Wx Minimums,1
Other Vis Interf,1
Other Radar Blind Spot,1
Other Warning System Anomaly,1
Other See and Avoid Concept. Clrnc readback,1
hearback. Crew Concept,1
Other HIt Trees While on INstrument Apch. Crew Concept,1
CRM. Apch Discipline,1
Other arpt perimeter security,1
Other Ramp Conflict/ Acft Confign,1
Other No Target /Tfc Segu,1
Other Either Operror Or Plt Dev,1
Other Crew Did Not Examine Radar Return Prior To Departure. Loss of Acft ctl.,1
Other Crew com technique,1
see and avoid concept,1
Other PA28 Plt Did NOt Monitor Or Use CTAF.,1
Other ATC'S CLRNC CHANGE FROM CLRED TO CROSS TO HOLD SHORT,1
Other AEROBATICS,1
Other TAIL STRIKE,1
Other FREQ ALLOCATION,1
Other TAXI PROCS,1
Other Acft taxied out to rwy with acft on tkof roll,1
Other RAMP CONDITION,1
Other DID NOT SEE AND AVOID MIL ACFT IN HOLDING,1
Other Ctlr Authorization of use of intersecting rwys,1
Other GA Arpt Located Under Rwy 10l Final Apch Course,1
Other INTRA FACE COORD. CTLR HANDLING,1
Other ACFT OPERATED AT NIGHT WITHOUT POSITION LIGHTS SEE AND AVOID CONCEPT,1
Other COM FAILURE,1
Other TCAS RA SEE AND AVOID CONCEPT CTLR HANDLING,1
Other UNQUALIFIED MARSHALLERS,1
AND WING WALKERS,1
Other CLOSE VISUAL SEPARATION PARALLEL APCH,1
Other BLOCKING SVC ROAD,1
Other UNABLE TO CONFIRM ALTIMETER SETTING BECAUSE OF RADIO PROBLEM,1
Other Wing Tip Struck Gnd Equip During Parking,1
Other Prox of Bird Flyway,1
Other IFR FLT GIVEN VECTORS TO AVOID RPTR,1
Other Rwy Closure,1
Other AERO CHART PRESENTATION,1
Other CTLR HANDLING NOSE TO NOSE OPERATION,1
Other Acft Allocated Parking Space,1
Other CHART PORTRAYAL,1
Other PERSONAL HABIT,1
Other Clrnc/Confussion,1
Other ATC TERMINOLOGY,1
Other CENTER RADAR PARAMETER SETTING,1
Other CTLR HANDLING LESS THAN COMFORTABLE SEPARATION,1
Other PLT LOST SIGHT OF ACFT HE WAS TO FOLLOW,1
Other Crew Accepted Different TKOF Rwy Which Required Lengthy Recomputation of TKOF Data,1
Other Transponder Not On Twr Or Apch Ctlr Radar,1
Other MNTNC TRUCK PARKED IN HARMS WAY AS ACFT BEING PARKED,1
Other CTLR HANDLING FREQUENCY ASSIGNMENT,1
Other AIR WORK WITHOUT CLEARING TURNS SEE AND AVOID,1
Other LOSS OF VEH. CTL,1
Other ACFT TURN RADIUS,1
Other Either Plt Dev Or Operror,1
Other LAWS ALERT,1
Other FLC DISTR/PERCEPTION,1
Other Careless Taxi Proc- Acft Y,1
Other SEEE AND AVOID,1
Other OPP DIR TFC SIT,1
Other Back Taxi On Rwy,1
Other Acft C.G./ Weight,1
Other ILS CIRCLE TO LAND,1
Other ATC CTLR,1
Other GO AROUND DUE TO NO LNDG CLRNC,1
Other Taxied Too Fast In Conjested area,1
Other ATC Handling Complaint,1
Other Flc Judgement Of Tfc Spacing,1
Other SIGNAL MAN INDICATED ACFT WAS WHEN IT WAS NOT CHOCKED,1
Other TOWBAR PIN SHEARED,1
Other TRAFFIC PATTERN OPS,1
Other FAR 91,1
Other HOT FUELING,1
Other ACR SUPERVISION OF MARSHALLER,1
Other parked acft destroyed,1
ACFT Y,1
Other FMS ASYMPTOTIC CAPTURE OF NEW TRACK FAA HAS NOT INFORMED CTLRS OF LETTER OF EXEMPTION ISSUED TO AIRBUS.,1
Other RATE OF CLOSURE,1
Other POSITION STAFFING,1
Other OBSTRUCTION/TREES,1
Other pop up tfc,1
Other COORD FAILURE,1
Other 1STR MISSED NOTAM PROHIBITING TOUCH AND GOES,1
Other climbed acft into coffin corner area,1
Other DESCENT PROFILE,1
Other CREW DID NOT DECLARE EMER. RWY RUDDER TRIM,1
Other PILOT UNABLE TO SPEAK OR UNDERSTAND ENGLISH,1
Other FLC. DISTR.,1
Other Ctlr Distr,1
Other 'Y'S RATE OF CLIMB,1
Other TKOF CLRNC CANCELLED Y,1
Other RAMP GUIDANCE,1
Other PLT JUDGMENT OF TFC SPACING,1
Other ATC TRAINING,1
Other GEAR SYSTEM DESIGN,1
Other FAM WITH AERO CHARTS,1
Other INADEQUATE COM PROCS,1
Other FMS/PLT NAV SID,1
Other TCAS NOT INSTALLED ATC HANDLING,1
Other SKYDIVE ACFT AND JUMPERS,1
Other COM EQUIP PROB,1
Other IMPROPER USE OF BRITE RADAR,1
Other ACFT LNDGS ON OCCUPIED RWY,1
Other UNCONTROLLED AIRSPACE BELOW FINAL APCH,1
Other Non Adherance To Letter of Agreement,1
Other LOST ELEC,1
Other TWR SUPERVISOR REFUSED TO IDENTIFY HIMSELF. NO RECORD OF NMAC ON THAT DAY AT THAT ARPT,1
Other Clrnc/confusion,1
Other POSITION RPTING,1
Other ACFT EQ OP PROCS FLC DISTR,1
Other OVERTAKING ACFT,1
Other Norac Tfc,1
Other PREVIOUS ACTFS OVERSHOOT OF LOC,1
Other GPWS WARNING FLIGHT BELOW MSA,1
Other HARD BOUNCE UPON LNDG-DAMAGE,1
Other CTLR COM TECHNIQUE,1
Other GRN COLLISION W/ANOTHER ACFT,1
Other UNABLE TO LOWER LDNG GEAR ON NORMAL OR EMER SYS BECAUSE OF HYD FLUID LOSS,1
Other NLG WOULD NOT EXTEND,1
Other PLT PLAN/TECH COM,1
Other NON COMPLIANCE W/CHKLIST,1
Other ATC EXPEDITE PROC,1
Other RWY IN USE SELECTION,1
Other ATC TFC AOID,1
Other SEE AND AVOID. ATC HANDELING,1
Other HIGH SPEED BUSINESS JET NOT ON A FLT PLAN,1
Other NLG COLLAPSED ON 2ND LNDG,1
Other CTLR DISCRETION,1
Other ARPT CONSTR ACTIVITY,1
Other NEAR MISS WITH BUILDING,1
Other NYC CLASS B LIMITED TO 2000 FT. SEE AND AVOID,1
Other SEE AND AVOID-CTLR HANDELING,1
Other ATTEMPTED TKOF WITH CTL LOCK NOT REMOVED. DIDNT HAVE FLASH LIGHT FOR NITE OP,1
Other GND CREW VEH DRIVER/ BAHAVIOR/FAM W/ACFT,1
Other AIRSPACE STRUCTURE DOES NOT PROTECT ACR'S ON CHARTED VISUAL APCH,1
Other LNDG TECHNIQUE,1
Other PROX OF MULT ARPT,1
Other HELICOPTER CROSSED RWY CENTERLINE AT 50-100,1
Other Plt Planning Hard Lndg.,1
Other CLRNC INTERP/ PHRASEEOLOGY/LANGUAGE BARRIER,1
Other Ctlr Clrnc,1
Other Maint Proc,1
Other INTENTIONAL MIL MANEUVER,1
Other TFC NOT OBSERVED,1
Other PLT ON WRONG CTAF FREQ. SEE AND AVOID CONCEPT,1
Other TAIL STRIKE ON TKOF,1
Other SEE AND AVOID VISUAL SEPARATION,1
Other Tfc Patt Proc,1
Other Gnd Equip Damage,1
Other POOR PLT TECHNIQUE.  LANDED NOSE W/FEEL FIRST OUT OF BOUNCE.,1
Other PLT OPERATION WITHIN 50 FT OF CLASS C,1
Other Rapid rate of descent,1
Other NON CTLED ARPT,1
Other TRAFFIC IN SIGHT,1
Other HOT ASPHALT TXWY,1
Other GND CREW AND UNICOM OPERATOR DIRECTED ACFT INTO TOO TIGHT AN AREA,1
Other CONDTIOANAL CLRNC LANGUAGE BARRIER. CLRNC READBACK,1
Other PARACHUTE JUMPING,1
FAA REQUIRED CREW REST,1
PERMITTED DUTY TIME,1
Other Now Twrd Arpt,1
Other AUDITORY INT,1
Other NON JOB RELATED CONVERSATION IN COCKPIT,1
Other OVERSHOT TURN TO FINAL/PARALLEL RWY,1
Other ALLEGED ALT ENCODER MALFUNCTION,1
Other ENG INJESTED AIR CONDITIONING HOSE,1
Other TCAS EVASIVE MANEUVER,1
Other NON RADAR ENVIRONMENT,1
Other PUSH BACK OF ACFT ONTO TAXI AREA WITHOUT ADVISING TAXIING ACFT,1
Other NO HANDOFF INFO,1
Other RES CLOSED TO ACFT,1
Other BLOCKED TRANSMISSION,1
Other No Radar Return,1
Other ACFT BEING TOWED MADE CONTRACT WITH ACFT RUDDER,1
Other PLT Y USED NO RADIO. FAA DOES NOT ENFORCE COM PROCEDURES AT NO TWR AIRPORTS.,1
Other PLT TOOK OFF WITH INOP ALTERNATOR AND THEN HAD 2ND ALTERNATOR FAILURE,1
Other RADIO COM PROBLEMS,1
Other AIRSPACE CONFIGURATION,1
Other ATC EQUIP MALFUNCTION,1
Other TCAS INOP,1
Other PUSH BACK CREW,1
MAINT COORD,1
Other LNDG OVERSHOT,1
Other PLT DISTR ARPT SIGNAGE,1
Other PERC ILLUSION,1
Other CTAF FREQ CHANGE,1
NOT RECORDED,1
NO NOTAM ISSUED,1
Other SEE AND AVOID. CTLR HANDLING,1
Other DEPARTURE FROM NON CTLED AREA OF ARPT,1
Other JUDG OF TFC SPACING,1
Other SEVERE WX,1
Other RERTE INFO MISSING FROM NEW FLT PLAN,1
Other VISUAL SEPERATION USED,1
Other UNAUTHORIZED VEHICLES OPERATING NEAR RWYS FARMING OR CUTTING GRASS ATTRACTING BIRD FLOCKS,1
Other ALL BRAKE SYSTEMS FAILURED,1
Other NO NORMAL BRAKES,1
Other CLRNC INTERP/READBACK,1
Other HIGH SPEED TFC ENTRY AT A BUSY ARPT ON A WEEKEND,1
Other CTLR HANDLING DID NOT SEPARATE TFC IN CLASS C,1
Other PLT MOVING SWITCHING JUST AFTER LNDG,1
Other PARALLEL OPS,1
Other PLT LANDED ON TXWY,1
Other NO GEAR NO LICENSE/MED,1
Other CLRNC/READBACK REPLY TO WRONG CALL SIGN,1
Other ATC FAULTY COM,1
Other SAW TREES ON APCH TO ARPT WITH NO LIGHTING,1
Other VFR IN LAX BAS NO FLT FOLLOWING,1
Other PAX CONCERN,1
Other APCHED BY POLICE HELICOPTER,1
Other PLT NOT ON IFR CLRNC IN IMC,1
Other PLT MISTOOK LNDG RWY,1
Other ONT VFR FLY-WAY,1
Other TRANSMITTER PROBLEMS,1
Other LIMITING XWIND,1
Other Rwy Not Marked Closed.,1
Other Intermittent VHF Radio Plt Judgement,1
Other Fuel Exhaust,1
Other No Radar Tfc Adv. Svc,1
Other Non Radar Apch Proc,1
Other AIR CONDITIONING HOSE NOT SECURED. TOO CLOSE TO HOSE. MARSHALLER TRAINING,1
Other ACFT ON FINAL APCH TO WRONG RWY ON WRONG FREQ,1
Other Plt Refused Ctlrs Instructions Because of Perceived Conflict,1
Other FAA POLICY SEPARATION OF VFR AND IFR TFC CTLR HANDLING,1
Other See and Avoid Concept. Traffic Density,1
Other Ctlr Prevented Impeding High Speed Collision Possible LAHSO Operation.,1
Other Landed On Rwy Notomed Closed.,1
Other Ctlr Handeling,1
Other Similar Arpt Names.,1
Other Reverser Prob,1
Other Inter FAC Coord Failure. CTLR Handling,1
Other TIPH With Acft on Final,1
Other Ramp Condition Ice and Snow Not Removed From Ramp,1
Other Crew Concept CRM See and Avoid,1
Other Twr Clred Acft For Tkof While Rwy Occupied By Acft Doing Runup,1
Other Marshaller Did Not Insure Gate Area Was Clr for Acft Arrival,1
Other Acft TIPA With Another Acft Clrn,1
Other Erroneous Mode C,1
Other Acft Congestion,1
Other Acft Stuck in Snow,1
Other Acft Penetrated Rwy With Acft On Final,1
Other Plt Y Ingnored FAR's Regarding Conduct In Non TWR Pattern.,1
Other L Slat Assymetry Shut Off,1
Other Guidance Lines Obscured by Snow,1
Other Company Does Not Provide Clear Area Markings At Gate..,1
Other Misparked Jetway,1
Other Flc Tech/ Flying,1
Other CRM/FLC Distr,1
Other Stud Plt Exp,1
Other Visual Side by Apchs,1
Other Brake Set and Checking,1
Other Under Taxi Instructions,1
Other Landed on Closed Portion of Rwy,1
Other Taxied Across Rwy Without Clrnc,1
Other Taxied Onto Rwy At Wrong Txwy,1
Other Crossed Rwy Hold Short Line Without Clrnc,1
Interp,1
Other Similar Call Signs Clrnc Readback,1
Hearback. Acft Not TCAS Equiped,1
Other Nose Wheel Steering Not Turned On For Taxi,1
Other No Clr Paint Markings Provided by Company,1
Other Acft Overtake,1
Other Clrnc Exp Flc Distr,1
Other Ramp Surface Condition,1
Other Notam Dissemination,1
Other Acft Landed wrong Rwy,1
Other Nil Breaking On Rwy,1
Covered With Ice and Snow,1
Other Ctlr Did Not Advise Acft Ahead,1
Acft Behind Had Visual With Them,1
Other Ramp Ops Technique,1
Other Ramp Speed,1
Other Acft Didn't Hold Short Of Rwy As Instructional,1
Other Circling Apch Criterion,1
Other CTLR Asked Acft To Hold Short Of Rwy,1
But Acft Was Too Fast To Stop.,1
Other Road Signs,1
Other Ctlr Clred Acft To Cross Rwy With Another Acft On Tkof Roll,1
Other NIL Braking Action,1
Other Emer Dscnt,1
Other Sector Overload,1
Other Opposite Direction TFC Ops,1
Other Off field Landing,1
Other Position Rpting Self Announce,1
Other Plt Move Acft to Prevent Blast Damage From Acft on Tkof Roll,1
Other Tkof Clrnc Canceled,1
Other Amass Alert,1
Other Plt Disorientated,1
Other Coms Error,1
Other No Brake Pedals,1
Other ACFT TKOF W/OUT CONTACTING TWR,1
Other Unsafe Ramp Congestion,1
Other Eng Damage,1
Other Unclear Txwy Signage,1
Other Environment,1
Other Ship In Harbor,1
Other Altimeter Not Correctly Set,1
Other Blocked CTAF Freq,1
Other Flt Below Class B Airspace,1
Other Flying Low With Towers In Vicinity,1
Other Non Standard Parking System Used At Int'l Gates,1
Other Belt Loader Hit Acft,1
Other Auditory Interference,1
Other Plt And Ctlr Had A Series Of Misundertanding,1
Other FAA,1
GPWS Databases Not Compatable,1
Other Gnd Crew Person Giving Salute Did Not Insure Acft Was Clr Of Gnd Obstacles,1
Other TFC ADV-Not Given,1
Other Flc Distraction,1
Other Crew Operated TCAS RA Opposite To That Commanded By TCAS,1
Other VFR Clb Procs,1
Other DIFFICULTY SPOTTING ARPT,1
Other Acft Clred TIPH With Another Acft On Final,1
Other Closed Txwy,1
Other Y's Alt Setting,1
Other Both Engs Flamed Out,1
Other Training Flt Activity,1
Other Brakes Off While Loading Bagage,1
Other Tcas TA/RA,1
Other No Chocks- No Brakes,1
Other Dead Stick Txwy Lndg,1
Other Departure SID Cluttered And Hard To Understand,1
Other Apch Light Intensity Change,1
Other Opposite Direction TFC,1
Other Incorrect Altitude Assignment,1
Other Right of way violation,1
Other Incorrect N90 Dep Freq,1
Other Took Wrong Taxi Rte,1
And Had Rwy Incursion,1
Other IMPROPER RWY MAINT,1
Other Acft ID Problem,1
Other Traffic Watch,1
Other Atc Planning/Coord,1
Other Acft Parking Allocation,1
Other Plt Hit Rwy Lights At The Apch End Of The Rwy At LZU,1
Other Sun Angle,1
Other SIM Paral Apchs,1
Other Arrival-Departure Spacing,1
Other See And Avoid Airspace,1
Other Improper Navigation Equip COnfiguration For App,1
Other False TCAS Alert,1
Other FALSE ALERT,1
Other Atc Situational Awareness,1
Other TCAS ISSUED CROSSING CLIMB RA,1
Other Nordo TFC,1
Other LEAD TURN,1
Other Aerobatic Training Activity Near PNS,1
Other Environmental Condition,1
Other DFW Star And Parachute Jump Zone Confliction,1
Other Class B Transitioning Traffic,1
Other Rwy Assignment,1
Other Equipment Design,1
Other Rwy Length Required,1
Other Landed Off Rwy,1
Other EXCESSIVE TAXI SPEED,1
Other Closely Spaled Parallel Rwy Sequencing,1
Other Wrong Clrnc Issued,1
Other Company Uses Powerback Vs Pushback With Tug,1
Other Terrain Was Rising Faster Than Acft Was Clbing. Props Stuck In Fine Pitch,1
Other Surface Winds,1
Other Plt Slid Back Rendering Acft Ctl Impossible,1
Other Vis Intef,1
Other Atc Incorrect Callsign Useage,1
Other Slow Taxi Speed,1
Other Atc Application Of Visual Separation,1
Other Ctlr Did Not Point Out Fighter Tfc,1
Other VISUAL PROCEDURE,1
Other GND CREW OPENING CARGO DOORS TOO SOON,1
Other Numerous,1
Serious Acft Problems,1
Other CARELESS MANUEVERS,1
Other False TCAS Sensing,1
Other Lndg On Occ Rwy,1
Other Hot Air Balloon Collision,1
Other Capt Using HUD FO Using LNAV. Landed Without Contacting Twr,1
Other Plt Mistook Rwy Light For Center Line Light,1
Other Lndg Plt Announced Clear Of Rwy When He Was Not,1
Other Announced Wrong Rwy In Use,1
Other Crew Delayed Following TCAS RA,1
Other Tech Flying,1
Other Rt Gear Collapsed,1
Other TXWY SIGNAGE - MARKING,1
Other Old Avionics in Old Acft,1
Other Minimal TKOF Delay,1
Other MODE C ENCODER ERROR,1
Other TAXI SPEED EXCESSIVE,1
Other SUNSPOT ACTIVITY,1
Other Intentional Overfly,1
Other Slow Climb Rate,1
Other TXWY EXIT BLOCKED,1
Other RIGHT OF WAY ACFT ID,1
Other CARGO DOOR DAMAGED,1
Other PARKING SPACE ALLOCATION,1
Other B737-300 NAVIGATIONAL DISPLAY,1
Other SLOW DESCENT,1
Other Rejected TKOF Traffic Conflict,1
Other RELIEF BRIEFING,1
Other TIMELY TFC NOT ISSUED BY ATC,1
Other Questionale PatternEntry,1
Other FLC PERCEPTION PLANNING,1
Other TOW BAR,1
Other Taxi Conflict,1
Other Visual Separation Applications,1
Other ARPT FLY-IN EVENT,1
Other ENG OUT PRACTICE APCH,1
Other MIDAIR COLLISION,1
Other SAFETY HAZARD,1
Other Safety Alert Not Issued,1
Other No ATC TFC Advisory,1
Other ATC UTILIZATION OF CLOSED TXWY,1
Other Apch To Wrong Rwy,1
Other Supervisory Dispute,1
Other TFC WATCH ACFT,1
Other ATC MIS ID OF ACFT POSITION,1
Other CFI Suspension,1
Other VIS SEPARATION INCIDENT,1
Other CONTAMINATED,1
Other FLC Judg Of Tr Spacing,1
Other UNK VFR TRAFFIC,1
Other ATC Misuse Of Acft ID,1
Other Noise Abatement Dep Test Proc,1
Other Violated ILS Critical Area,1
Other NON TCAS EVENT,1
Other ON ARPT POSITION REPORT,1
Other AIRSPACE DELEGATION AND TRNG ACTIVITIES,1
Other NORAD TFC,1
Other TKOF On Closed RWY,1
Other CFR RESPONSE TIME,1
Other Right of way,1
Other Fast Taxi,1
Other Water Landing Conflict with Boat,1
Other RA Manuver,1
Other Tkof 930 Without Crew,1
Other No Radar Pick-up,1
Other Freq interference - blocked.,1
Other Ramp Op,1
Other High Flc Workload,1
Other Lack of ATC Tfc Advisory,1
Other No Tfc Advisory from Lcl,1
Other Grass Strip LNDG,1
Other Late Hand Off from Tracon,1
Other Apch to Wrong Rwy,1
Other Notam Information,1
Other Aircraft Performance Characteristics,1
Other Lost Communication With ARTCC,1
Other Unstab Tkof,1
Other Vehicle Entered Rwy Without Clearance,1
Other Tkof w/out clrnc.,1
Other Non Response To TCAS RA,1
Other Towed Into Contact With Building,1
Other Controller Training,1
Experience,1
Competence,1
Other Tkof on txwy,1
Other Clrnc Read Back,1
Other Atc Procs,1
Other Jet Eng Start Next To Load Fuel Truck,1
Other Push Back Policy,1
Other Strut Length,1
Other Vis Separation Anomoly,1
Other High Speed Taxi,1
Night/IMC,1
Other TCAS TA Interp,1
Other Sun Position,1
Other Tower Conflict Alert System Not Audible,1
Other Alt Discrepancy Indication,1
Other LASHO,1
Other non tcas equipped,1
Other tkof w/o clrnc,1
Other txwy lnog,1
Other Clearance/Readback,1
Other MILITARY AIR REFUELING ROUTE AND BLOCK ALTITUDE ASIGNMENT,1
Other Final Approach Spacing Between Aircraft,1
Other HOLDING PATTERN TECHNIQUE FLT CREW,1
Other TACAS II  LOGIC,1
Other Loss of Comm.,1
Other Clrnc,1
Other JET WAY HIT ENGINE POD.,1
Other TCASII ALERT,1
Other Clearance Issued To Wrong Aricraft,1
Other TCASII,1
Other Tfc Vol/ Long,1
Other Inter Fac/ Coord Intra Fac,1
Other Wrong Act Setting,1
Other Visual Sep Criterion,1
Other False Radar Return,1
Other taxied onto occupied rwy,1
Other TCAS II,1
Other rwy chg,1
Other TCASSII RA,1
Other wrong call sign,1
Other Wrong Altitude / Direction,1
Other Loss of  Sit. Aware,1
Other Over Optimum Altitude,1
Other Untrained Formation,1
Other Turned Across Path,1
Other TACASII RA,1
Other Uncontrolled Taxiway,1
Other lahso,1
Other Incorrect Clearance,1
Other Clearance Issued Wrong,1
Other Sector Traffic Managment,1
Other Airborne Conflict,1
Other NO TFC Advisory,1
Other Failed To Reset Altimiter,1
Other TCAS 2 RA After Takeoff,1
Other UNAUTH. TKOFF.,1
Other Hit Wing Tip Of Another ACFT.,1
Other Hand Propped Acft Got Away,1
Other Unauth Rnwy Operation,1
Other Swerve to miss acft.,1
Other Hazardous Incident. Too Many OP Too Close Schedule Pressure,1
Other INTRA/INTER FAC COORD,1
Other FALSE TCASII RA,1
Other ATC Late Turnoff Instruction,1
Other TCASII RA RESOLUTION,1
Other Noise Complaint,1
Other ATC GROUND STOP,1
Other Aircraft Guided Into Other Aircraft,1
Other TCASII RA'S,1
Other Response To TCASTT,1
Other Communications Between Tower And Reporter's Acft,1
Other HOT AIR BALLOON,1
"Other ""UNABLE"" NOT ACKNOWLEDGED",1
Other PROBLEM WITH SIDE-BY PARALLEL DEPT.,1
Other ATC Using Visual Separation,1
Other Balloon Hit Flag Pole,1
Other HIT GATE AWNING,1
Other Unreported Traffice On Go Around,1
Other Radar Equipment Calibration Altitude Set Limits,1
Other Aircraft Pushback,1
Other TCASII RA Resolution,1
Other Struck Another Aircraft During Parking,1
Other Published Procedure,1
Other Landed Long,1
Other unlighted acft,1
Other Obstruction Clearence,1
Other Comm Radio,1
Other Tcas RA,1
Other Aircraft Damage Pushback,1
Other TCAS. RA,1
Other Unreported Conflicting Traffic,1
Other Incomplete Checklist,1
Other Airspace Release Change,1
Other LOCAL PROC,1
Other Struck Power Line,1
Other Controller Improper Heading,1
Other Mountain Wave Route,1
Other Awkward Taxi Route,1
Other Wrong Taxiway,1
Other PLT DELAYED RESPONSE TO CLRNC,1
Other Airport Center Line Lights,1
Similar Call Signs,1
Other ATC PROCEDURES,1
Other ATC Complacency,1
Other 928,1
Other TCAS 2 RA Response,1
Other Hit Another Aircraft,1
Other CTAF NOT PUBLISHED,1
Other 180 Deg Turn,1
Other AIRPORT MARKING,1
Other Airport Familiarity,1
Other Ground Not Qualified / Language,1
Other Acft Hit Deer On Rwy,1
Other Inaccurate Altitude Readout,1
Other UNREPORTED TRAFFIC,1
Other Hit Powerline,1
Other Transponder Inspection Out Of Date,1
Other Construction and Traffic,1
Other Sectional,1
Other ATC Clearance Change,1
Other No Radar Point-out,1
Other Airport Notam Dissemination,1
Other Blocked Transmission,1
Other Mis-set Altitude In Flight Guidance Panel -- Company SOP,1
Other Judgement,1
Other Dangerous and Reckless Flying,1
Other TCAS RA On Final,1
Other Radio Tuning / Nav,1
Other Mid Air Collision,1
Other Near System Error,1
Other Pilot Tech,1
Other Improper Takeoff Technique,1
Other Landed Short,1
Other Wing Tip Strike While Parking With Ramp Guidance,1
Other Acft Damage,1
Other Parking Area Not Clear Of Obstructions,1
Other Wing Tip Contact,1
Other Avoidance Maneuver,1
